Date : 2022-11-29 14:36:26
Directory : c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic
Total : 622 files,  2014774 codes, 100 comments, 1180 blanks, all 2016054 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\9b5.js       | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\_A.js        | JavaScript |         20 |          0 |          1 |         21 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\_B.js        | JavaScript |         20 |          0 |          1 |         21 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\_Bb.js       | JavaScript |         20 |          0 |          1 |         21 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\_C.js        | JavaScript |         20 |          0 |          1 |         21 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\_F#.js       | JavaScript |         19 |          0 |          1 |         20 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\add9.js      | JavaScript |         23 |          0 |          1 |         24 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\alt.js       | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\aug.js       | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\aug7.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\aug9.js      | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\dim.js       | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\dim7.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\index.js     | JavaScript |         96 |          0 |          2 |         98 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\m11.js       | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\m6.js        | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\m69.js       | JavaScript |         23 |          0 |          1 |         24 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\m7.js        | JavaScript |         29 |          0 |          1 |         30 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\m7b5.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\m9.js        | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\madd9.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\maj11.js     | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\maj13.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\maj7#5.js    | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\maj7.js      | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\maj7b5.js    | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\maj9.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\major.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\minor.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\mmaj11.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\mmaj7.js     | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\mmaj7b5.js   | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\mmaj9.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\sus2.js      | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\sus2sus4.js  | JavaScript |         23 |          0 |          1 |         24 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\sus4.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\11.js        | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\13.js        | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\5.js         | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\6.js         | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\69.js        | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\7#9.js       | JavaScript |         23 |          0 |          1 |         24 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\7.js         | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\7b5.js       | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\7b9.js       | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\7sus4.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\9#11.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\9.js         | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\9b5.js       | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\_B.js        | JavaScript |         20 |          0 |          1 |         21 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\_C#.js       | JavaScript |         21 |          0 |          1 |         22 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\_D#.js       | JavaScript |         20 |          0 |          1 |         21 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\_D.js        | JavaScript |         20 |          0 |          1 |         21 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\_F#.js       | JavaScript |         20 |          0 |          1 |         21 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\_F.js        | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\_G#.js       | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\_G.js        | JavaScript |         19 |          0 |          1 |         20 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\add9.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\alt.js       | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\aug.js       | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\aug7.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\aug9.js      | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\dim.js       | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\dim7.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\index.js     | JavaScript |        118 |          0 |          2 |        120 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m11.js       | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m6.js        | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m69.js       | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m7.js        | JavaScript |         37 |          0 |          1 |         38 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m7b5.js      | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m9.js        | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m_B.js       | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m_C#.js      | JavaScript |         19 |          0 |          1 |         20 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m_D#.js      | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m_D.js       | JavaScript |         19 |          0 |          1 |         20 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m_F#.js      | JavaScript |         19 |          0 |          1 |         20 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m_F.js       | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m_G#.js      | JavaScript |         19 |          0 |          1 |         20 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\m_G.js       | JavaScript |         19 |          0 |          1 |         20 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\madd9.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\maj11.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\maj13.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\maj7#5.js    | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\maj7.js      | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\maj7b5.js    | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\maj9.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\major.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\minor.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\mmaj11.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\mmaj7.js     | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\mmaj7b5.js   | JavaScript |         23 |          0 |          1 |         24 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\mmaj9.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\sus2.js      | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\sus2sus4.js  | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\E\sus4.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\11.js       | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\13.js       | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\5.js        | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\6.js        | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\69.js       | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\7#9.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\7.js        | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\7b5.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\7b9.js      | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\7sus4.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\9#11.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\9.js        | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\9b5.js      | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\add9.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\alt.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\aug.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\aug7.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\aug9.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\dim.js      | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\dim7.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\index.js    | JavaScript |         86 |          0 |          2 |         88 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\m11.js      | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\m6.js       | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\m69.js      | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\m7.js       | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\m7b5.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\m9.js       | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\madd9.js    | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\maj11.js    | JavaScript |         29 |          0 |          1 |         30 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\maj13.js    | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\maj7#5.js   | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\maj7.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\maj7b5.js   | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\maj9.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\major.js    | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\minor.js    | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\mmaj11.js   | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\mmaj7.js    | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\mmaj7b5.js  | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\mmaj9.js    | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\sus2.js     | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\sus2sus4.js | JavaScript |         23 |          0 |          1 |         24 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Eb\sus4.js     | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\11.js       | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\13.js       | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\5.js        | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\6.js        | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\69.js       | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\7#9.js      | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\7.js        | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\7b5.js      | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\7b9.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\7sus4.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\9#11.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\9.js        | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\9b5.js      | JavaScript |         29 |          0 |          1 |         30 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\add9.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\alt.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\aug.js      | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\aug7.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\aug9.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\dim.js      | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\dim7.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\index.js    | JavaScript |         86 |          0 |          2 |         88 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\m11.js      | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\m6.js       | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\m69.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\m7.js       | JavaScript |         34 |          0 |          1 |         35 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\m7b5.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\m9.js       | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\madd9.js    | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\maj11.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\maj13.js    | JavaScript |         29 |          0 |          1 |         30 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\maj7#5.js   | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\F#\maj7.js     | JavaScript |         30 |          0 |          1 |         31 |
